,ID,Name,Rating
245,1,"A Feast for Crows (A Song of Ice and Fire, #4)",4
246,1,Eyerobics: How to Improve Your Eyesight Healthy Eyes and Better Vision...the Natural Way,4
247,1,"The Bear and the Dragon (John Clark, #3)",3
248,1,Heart of Darkness,3
249,1,Cyrus the Unsinkable Sea Serpent,5
250,1,Hippos Go Berserk!,5
251,1,Corelli's Mandolin,5
252,1,The Odyssey,4
253,1,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,4
254,1,An Unquiet Mind: A Memoir of Moods and Madness,4
255,1,"Endymion (Hyperion Cantos, #3)",4
256,1,Madeline and the Bad Hat,4
257,1,"The Sting of the Scorpion (Hardy Boys, #58)",5
258,1,How Google Works,3
259,1,"The Lord of the Rings (The Lord of the Rings, #1-3)",5
260,1,"Children of the Jedi (Star Wars: The Callista Trilogy, #1)",3
261,1,Educated,4
262,1,Children of Dune (Dune Chronicles #3),4
263,1,Catch-22,4
264,1,Bitcoin: A Peer-to-Peer Electronic Cash System,5
265,1,"All the Pretty Horses (The Border Trilogy, #1)",4
266,1,Roberts: The Art Science of C,4
267,1,The Long Tail: Why the Future of Business Is Selling Less of More,5
268,1,"The Story of Doctor Dolittle (Doctor Dolittle, #1)",5
269,1,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy, #1-5)",5
270,1,1984,5
271,1,The Design of Everyday Things,5
272,1,"The Two Towers (The Lord of the Rings, #2)",5
273,1,Absolute Friends,2
274,1,"Birds, Beasts and Relatives (Corfu Trilogy #2)",5
275,1,Outliers: The Story of Success,4
276,1,Great Expectations,4
277,1,The 4-Hour Workweek,5
278,1,The Kremlin's Candidate (Red Sparrow Trilogy #3),4
279,1,1776,5
280,1,The Everything Store: Jeff Bezos and the Age of Amazon,5
281,1,The Trust: The Private and Powerful Family Behind The New York Times,3
282,1,The Truce at Bakura,3
283,1,"Hyperion (Hyperion Cantos, #1)",5
284,1,"The Tower Treasure (The Hardy Boys, #1)",5
285,1,"China Rich Girlfriend (Crazy Rich Asians, #2)",3
286,1,On the Road,4
287,1,"Casino Royale (James Bond, #1)",5
288,1,The Lost World (Jurassic Park #2),3
289,1,"The Dark Forest (Remembrance of Earth’s Past, #2)",5
290,1,The Adventures of Huckleberry Finn,5
291,1,"World Without End (Kingsbridge, #2)",5
292,1,"A Wrinkle in Time (Time Quintet, #1)",4
293,1,Google and the Myth of Universal Knowledge: A View from Europe,3
294,1,The Fall of Hyperion (Hyperion Cantos #2),4
295,1,"The Lost Symbol (Robert Langdon, #3)",3
296,1,The Very Hungry Caterpillar,5
297,1,Design Patterns: Elements of Reusable Object-Oriented Software,4
298,1,Desert Solitaire: A Season in the Wilderness,3
299,1,"Gorky Park (Arkady Renko, #1)",3
300,1,The Kite Runner,5
301,1,The Facebook Effect: The Inside Story of the Company That is Connecting the World,5
302,1,Rising Sun,3
303,1,The Day the Crayons Came Home,4
304,1,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",4
305,1,Edge of Eternity,4
306,1,The Days Are Just Packed,5
307,1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",5
308,1,"Xenocide (Ender's Saga, #3)",4
309,1,"The Spy Who Loved Me (James Bond, #10)",3
310,1,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",4
311,1,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",4
312,1,"A Year in Provence (Provence, #1)",5
313,1,Year Zero,4
314,1,The Underground Railroad,4
315,1,Tales from the Mos Eisley Cantina,3
316,1,The Little Prince,5
317,1,Out of Africa,5
318,1,"Death's End (Remembrance of Earth’s Past, #3)",5
319,1,Alif the Unseen,3
320,1,"Zero to One: Notes on Startups, or How to Build the Future",4
321,1,One Hundred Years of Solitude,4
322,1,Caught Inside: A Surfer's Year on the California Coast,3
323,1,Organizing Genius: The Secrets of Creative Collaboration,4
324,1,Chapterhouse: Dune (Dune Chronicles #6),4
325,1,Deception Point,2
326,1,The Tale of Mr. Jeremy Fisher,5
327,1,The Tale of Peter Rabbit,5
328,1,"The Three Musketeers (The D'Artagnan Romances, #1)",5
329,1,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,5
330,1,Open Water Diver Manual,4
331,1,Team of Rivals: The Political Genius of Abraham Lincoln,5
332,1,Zoom,5
333,1,"Champions of the Force (Star Wars: The Jedi Academy Trilogy, #3)",3
334,1,The Legend of Bagger Vance: A Novel of Golf and the Game of Life,4
335,1,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",5
336,1,Lord of the Flies,5
337,1,Onward: How Starbucks Fought for Its Life without Losing Its Soul,3
338,1,Open,5
339,1,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",5
340,1,The Egg,4
341,1,Airframe,3
342,1,"The Eagle Has Landed (Liam Devlin, #1)",4
343,1,The Terminal Man,3
344,1,The Last of the Mohicans (The Leatherstocking Tales #2),5
345,1,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",5
346,1,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",5
347,1,S.,4
348,1,"Rosie Revere, Engineer",5
349,1,All the Light We Cannot See,4
350,1,One Click: Jeff Bezos and the Rise of Amazon.com,3
351,1,The Diamond Age,5
352,1,That's Not My Dinosaur...,5
353,1,Sapiens: A Brief History of Humankind,5
354,1,How Starbucks Saved My Life: A Son of Privilege Learns to Live Like Everyone Else,4
355,1,"Catching Fire (The Hunger Games, #2)",2
356,1,Death in the Afternoon,4
357,1,"Delivering Happiness: A Path to Profits, Passion, and Purpose",5
358,1,H.M.S. Surprise (Aubrey & Maturin #3),4
359,1,The Diary of a Young Girl,4
360,1,Romeo and Juliet,4
361,1,"The Subtle Knife (His Dark Materials, #2)",5
362,1,"Schoolgirls: Young Women, Self Esteem, and the Confidence Gap",4
363,1,The List,4
364,1,"The Sum of All Fears (Jack Ryan, #6)",4
365,1,The Tipping Point: How Little Things Can Make a Big Difference,4
366,1,Charlotte's Web,5
367,1,Adventures on the Wine Route: A Wine Buyer's Tour of France,4
368,1,How Tall?,3
369,1,Lonesome Dove,4
370,1,Green Eggs and Ham,5
371,1,The Sun Also Rises,5
372,1,Salt Sugar Fat: How the Food Giants Hooked Us,5
373,1,"Sahara (Dirk Pitt, #11)",3
374,1,Sacred Journey of the Peaceful Warrior,4
375,1,"Green Mars (Mars Trilogy, #2)",4
376,1,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",5
377,1,Advanced Rails Recipes,4
378,1,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",5
379,1,The Spy Who Came In from the Cold,5
380,1,"Ambush at Corellia (Star Wars: The Corellian Trilogy, #1)",3
381,1,Suite Française,4
382,1,Blink: The Power of Thinking Without Thinking,4
383,1,"The Masked Monkey (Hardy Boys, #51)",5
384,1,Sense and Sensibility,3
385,1,"A Time to Kill (Jake Brigance, #1)",2
386,1,The Fountainhead,5
387,1,The Intelligent Investor,5
388,1,"Iggy Peck, Architect",5
389,1,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",5
390,1,"The Secret of Skull Mountain (Hardy Boys, #27)",5
391,1,The Crystal Star,3
392,1,The Cuckoo's Egg,4
393,1,Difficult Conversations: How to Discuss What Matters Most,4
394,1,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",5
395,1,The Adventures of Sherlock Holmes,5
396,1,Matilda,5
397,1,"Wine and War: The French, the Nazis, and the Battle for France's Greatest Treasure",3
398,1,"The Shattered Helmet (Hardy Boys, #52)",5
399,1,"Master of the Senate (The Years of Lyndon Johnson, #3)",5
400,1,"Harry Potter and the Cursed Child (Harry Potter, #8)",3
401,1,The Martian,5
402,1,Life of Pi,5
403,1,"Patriot Games (Jack Ryan, #1)",5
404,1,A Visit from the Goon Squad,5
405,1,Idea Man,4
406,1,"The Mark on the Door (The Hardy Boys, #13)",5
407,1,Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead,5
408,1,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",5
409,1,The Alchemist,5
410,1,Means of Ascent: The Years of Lyndon Johnson II,5
411,1,Cloud Atlas,4
412,1,Perfume: The Story of a Murderer,4
413,1,Hooked: How to Build Habit-Forming Products,4
414,1,A Thousand Splendid Suns,5
415,1,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance",4
416,1,Endurance: Shackleton's Incredible Voyage,4
417,1,The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture,3
418,1,Remarkable Women of California,5
419,1,Learning Perl,4
420,1,The Merchant of Venice,3
421,1,Founders at Work: Stories of Startups' Early Days,5
422,1,Who's Talking Now: The Owl or the Crocodile,5
423,1,The Mauritius Command (Aubrey & Maturin #4),4
424,1,Of Mice and Men,5
425,1,Why Buddhism is True: The Science and Philosophy of Meditation and Enlightenment,5
426,1,The Secret Agent: A Simple Tale,3
427,1,A Brief History of Time,4
428,1,"Foundation: Redefine Your Core, Conquer Back Pain, and Move with Confidence",5
429,1,The Innovator's Solution: Creating and Sustaining Successful Growth,4
430,1,The Count of Monte Cristo,5
431,1,"Clear and Present Danger (Jack Ryan, #5; Jack Ryan Universe, #6)",3
432,1,The Secret Commonwealth (The Book of Dust #2),4
433,1,Seveneves,5
434,1,Why We Sleep: Unlocking the Power of Sleep and Dreams,5
435,1,The Secret Garden,5
436,1,The Courtship of Princess Leia,3
437,1,Digital Fortress,2
438,1,"Master and Commander (Aubrey & Maturin, #1)",5
439,1,Astrophysics for People in a Hurry,3
440,1,The Sisters Brothers,3
441,1,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",4
442,1,The Da Vinci Code,4
443,1,Forever on: A Novel of Silicon Valley,5
444,1,The Sixth Extinction: An Unnatural History,3
445,1,Dead Wake: The Last Crossing of the Lusitania,4
446,1,Old Yeller,4
447,1,"Diamonds Are Forever (James Bond, #4)",4
448,1,"Ender's Game (Ender's Saga, #1)",5
449,1,"Rich People Problems (Crazy Rich Asians, #3)",3
450,1,"Without Remorse (John Clark, #1; Jack Ryan Universe Publication Order #6)",3
451,1,"I, Robot (Robot, #0.1)",5
452,1,The Way Things Work,5
453,1,The Mamba Mentality: How I Play,4
454,1,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",5
455,1,Sway: The Irresistible Pull of Irrational Behavior,4
456,1,2016 on Goodreads,5
457,1,2018 on Goodreads,4
458,1,Surfing the Himalayas: A Spiritual Adventure,3
459,1,21 Lessons for the 21st Century,4
460,1,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,5
461,1,Wooden: A Lifetime of Observations and Reflections On and Off the Court,4
462,1,"The Jungle Pyramid (Hardy Boys, #56)",5
463,1,"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play",4
464,1,The Snows of Kilimanjaro and Other Stories,3
465,1,"The Firebird Rocket (Hardy Boys, #57)",5
466,1,"Wool Omnibus (Silo, #1)",4
467,1,Palace of Treason (Red Sparrow Trilogy #2),3
468,1,"The Man in the Iron Mask (The D'Artagnan Romances, #3.4)",3
469,1,"Rich Dad, Poor Dad",4
470,1,Winter of the World (The Century Trilogy #2),5
471,1,"The Fellowship of the Ring (The Lord of the Rings, #1)",5
472,1,The Snowball: Warren Buffett and the Business of Life,5
473,1,The Firm,4
474,1,"The Man With the Golden Gun (James Bond, #13)",5
475,1,The Water Princess,5
476,1,Paris to the Moon,4
477,1,"Harry Potter Series Box Set (Harry Potter, #1-7)",5
478,2,The Time Traveler's Wife,5
479,2,My Sister's Keeper,4
480,2,"Casino Royale (James Bond, #1)",5
481,2,Ben-Hur: A Tale of the Christ,3
482,2,"The Hunger Games (The Hunger Games, #1)",4
483,2,The Big Knockover: Selected Stories and Short Novels,4
484,2,"From Russia With Love (James Bond, #5)",5
485,2,"A Dance with Dragons (A Song of Ice and Fire, #5)",5
486,2,Pride and Prejudice,5
487,2,Fight Club,5
488,2,"At Risk (Winston Garano, #1)",3
489,2,The Big Short: Inside the Doomsday Machine,4
490,2,The Orphan Master's Son,4
491,2,The Dogs of Babel,5
492,2,The Tale of Despereaux,4
493,2,"The Three Musketeers (The D'Artagnan Romances, #1)",5
494,2,Anne Frank: The Diary of a Young Girl,4
495,2,"The Big Sleep (Philip Marlowe, #1)",4
496,2,The Gargoyle,5
497,2,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",5
498,2,Life of Pi,5
499,2,All Quiet on the Western Front,5
500,2,Secrets of Power Negotiating: Inside Secrets from a Master Negotiator,4
501,2,How Starbucks Saved My Life: A Son of Privilege Learns to Live Like Everyone Else,4
502,2,The Elephanta Suite,5
503,2,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",3
504,2,"Dune (Dune Chronicles, #1)",5
505,2,"The Power of One (The Power of One, #1)",5
506,2,"Angels & Demons (Robert Langdon, #1)",4
507,2,"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",4
508,2,"Catch-22 (Catch-22, #1)",5
509,2,Milagros: Girl from Away,3
510,2,"The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy, #1-5)",4
511,2,"Firefly Lane (Firefly Lane, #1)",4
512,2,1776,5
513,2,"A Feast for Crows (A Song of Ice and Fire, #4)",4
514,2,A Visit from the Goon Squad,5
515,2,"Live and Let Die (James Bond, #2)",3
516,2,"The Girl Who Played with Fire (Millennium, #2)",4
517,2,"Catching Fire (The Hunger Games, #2)",5
518,2,One Day,5
519,2,A Clockwork Orange,5
520,2,"The Da Vinci Code (Robert Langdon, #2)",5
521,2,Jane Eyre,5
522,2,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4
523,2,Red Phoenix (Red Phoenix #1),4
524,2,"A Game of Thrones (A Song of Ice and Fire, #1)",5
525,2,Othello,5
526,2,"Postmortem (Kay Scarpetta, #1)",4
527,2,"Meaning No Offense: Being Some of the Life, Adventures and Opinions of Trader Riddell, an Old Book Reviewer, in the Dark Continent of Contemporary Literature; Including an Assortment of Strange Interviews and Literary Follies",4
528,2,"Ready Player One (Ready Player One, #1)",4
529,2,Oliver Twist,5
530,3,The Ruby Programming Language,5
531,3,Pro CSS and HTML Design Patterns,3
532,3,Pro Active Record: Databases with Ruby and Rails,2
533,3,Pro JavaScript Design Patterns,3
534,3,"Cooking with Fernet Branca (Gerald Samper, #1)",5
535,3,The Ruby Way: Solutions and Techniques in Ruby Programming,4
536,3,CSS Mastery: Advanced Web Standards Solutions,4
537,3,Transcending CSS: The Fine Art of Web Design,5
538,3,The Rails Way,4
539,3,Refactoring HTML: Improving the Design of Existing Web Applications,3
540,3,Getting Things Done: The Art of Stress-Free Productivity,4
541,3,Souvenir of Canada,3
542,3,London: City Guide,3
543,3,MySQL in a Nutshell,3
544,3,"The Good Earth (House of Earth, #1)",5
545,3,Running Xen: A Hands-On Guide to the Art of Virtualization,3
546,3,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",3
547,3,JavaScript: The Good Parts,5
548,3,Buddhism Plain and Simple,4
549,3,JavaScript: The Definitive Guide,4
550,3,The Selfish Gene,5
551,3,MySQL Phrasebook,1
552,3,MySQL Database Design and Tuning,5
553,3,MySQL Cookbook,3
554,3,MySQL Administrator's Guide and Language Reference,4
555,3,Agile Web Development with Rails,4
556,3,Learning the Yahoo! User Interface Library,2
